1021,1
1023,0
1025,1
1026,1
1034,0
1038,1
1039,1
1044,1
1045,0
1047,0
1050,0
1051,1
1052,0
1055,0
1056,1
1058,0
1063,1
1064,1
1069,0
1070,0
1074,1
1076,0
1078,1
1079,0
1081,1
1083,1
1088,1
1091,0
1093,0
1099,0
1101,1
1105,0
1108,0
1109,0
1110,1
1114,0
1121,0
1123,0
1124,0
1125,0
1126,0
1127,1
1128,0
1129,0
1132,0
1135,0
1136,0
1145,0
1146,1
1147,1
1148,0
1150,1
1158,1
1161,1
1164,0
1165,0
1168,0
1170,1
1174,0
1175,1
1178,0
1180,1
1184,0
1188,1
1189,1
1190,1
1191,0
1192,1
1193,0
1196,1
1197,0
1199,0
1200,1
1203,1
1205,1
1211,0
1212,0
1214,0
1217,1
1218,0
1220,1
1222,1
1223,0
1224,0
1230,1
1235,0
1238,0
1239,0
1240,0
1246,0
1254,1
1256,0
1257,0
1258,1
1259,0
1263,0
1265,1
1266,1
1271,1
1273,1
1274,1
1276,0
1277,1
1279,1
1280,1
1281,0
1285,0
1287,0
1290,0
1292,1
1294,1
1295,0
1299,1
1301,1
1303,1
1315,0
1317,0
1318,1
1319,1
1322,1
1325,1
1326,0
1327,1
1330,1
1332,0
1334,0
1336,1
1337,0
1340,0
1341,1
1342,1
1344,0
1355,0
1356,0
1357,1
1358,1
1359,1
1361,0
1362,0
1363,0
1366,0
1367,0
1368,0
1369,0
1370,1
1374,0
1376,1
1385,1
1386,1
1390,0
1391,0
1399,1
1402,1
1403,0
1406,0
1408,0
1411,0
1412,0
1415,0
1419,0
1421,1
1422,1
1426,0
1431,1
1432,1
1433,0
1437,1
1439,0
1440,1
1442,0
1446,1
1451,0
1452,1
1454,0
1456,0
1459,1
1460,0
1461,1
1463,0
1465,0
1467,0
1471,0
1473,0
1474,1
1476,0
1477,0
1478,0
1480,0
1484,0
1487,0
1490,0
1492,0
1498,0
1501,1
1502,0
1503,1
1506,1
1507,1
1511,1
1515,0
1518,0
1521,0
1522,1
1524,0
1526,0
1528,0
1529,0
1533,0
1534,1
1535,1
1537,0
1538,0
1542,0
1543,1
1544,0
1548,0
1549,1
1556,1
1557,0
1559,0
1570,0
1571,1
1579,0
1580,0
1584,0
1588,0
1592,0
1593,0
1594,1
1600,0
1604,0
1606,1
1610,0
1612,1
1616,0
1617,0
1618,1
1620,0
1621,1
1622,1
1632,0
1633,1
1635,1
1642,1
1644,1
1646,0
1648,1
1649,0
1654,0
1658,0
1664,0
1666,1
1671,0
1675,0
1677,0
1680,0
1681,1
1687,0
1689,1
1693,0
1694,0
1695,1
1698,1
1702,1
1703,0
1704,0
1707,0
1713,1
1715,0
1717,1
1719,0
1724,0
1732,1
1734,1
1736,1
1741,1
1743,1
1744,1
1746,0
1750,0
1751,1
1752,1
1754,1
1755,0
1756,1
1757,1
1761,0
1767,0
1768,0
1773,1
1775,0
1781,0
1783,0
1784,0
1785,0
1786,1
1787,0
1788,0
1790,0
1792,0
1795,0
1798,0
1800,1
1804,1
1808,1
1809,0
1810,0
1811,0
1813,1
1818,1
1819,1
1820,1
1826,0
1827,0
1834,1
1835,0
1837,1
1838,0
1839,0
1841,1
1842,1
1843,1
1845,1
1852,0
1854,0
1855,0
1856,1
1857,1
1858,0
1859,0
1860,1
1866,0
1867,0
1873,1
1874,0
1876,0
1878,1
1879,1
1882,1
1887,1
1889,1
1892,0
1893,1
1896,1
1898,1
1900,1
1901,1
1905,0
1906,1
1910,1
1916,0
1918,0
1922,0
1926,1
1927,1
1929,1
1931,0
1938,0
1945,0
1947,0
1951,0
1954,0
1955,0
1957,0
1960,0
1972,1
1973,1
1977,0
1978,1
1979,0
1981,0
1982,0
1983,1
1985,0
1989,1
1990,0
1991,0
1992,0
1993,1
1995,1
1999,1
