point_name,N_10,E_10
AMARU,38.83304722222223,139.9023388888889
AMBER,34.49505555555556,135.34518055555557
AMIDA,35.871541666666666,138.31780555555557
AMITY,35.97173611111111,140.25737222222222
AMMEK,25.59815833333333,127.09378333333333
AMMON,31.178544444444444,130.61450555555555
AMURO,34.691916666666664,133.34072222222224
ANANN,33.948175,134.84519166666666
ANCOU,38.800891666666665,139.6701138888889
ANDOL,37.66611111111111,133.0
ANEMO,37.975972222222225,140.99731944444443
ANGAI,24.519222222222222,123.19596111111112
ANIMO,45.19886944444444,143.67925
ANJYO,34.99967222222222,137.10245555555554
ANKIX,33.39295277777778,136.55842222222222
ANKOH,36.244172222222225,140.8859111111111
ANLIK,31.591213888888888,130.129775
ANNIE,25.310477777777777,125.0167111111111
ANNON,38.629269444444446,140.0792361111111
ANOXA,28.988758333333333,129.377025
ANPAL,24.31515277777778,124.19886944444445
ANPAN,33.41876111111111,133.84681111111112
ANREM,30.342377777777777,130.8346138888889
ANRIN,34.50881388888889,135.66934999999998
ANSAD,34.69664444444444,141.7123361111111
ANSUM,34.11631388888889,134.99535555555553
ANZAC,34.84133888888889,139.69630833333335
AOBAR,38.01726111111111,141.12311944444446
AOIKE,43.536252777777776,142.53703055555556
AOIKU,34.44293611111111,138.34625555555556
AOMORI,40.738791666666664,140.70533333333333
AONAE,42.00632777777778,139.7460111111111
AONII,34.80032222222222,133.96053333333333
APELA,34.723108333333336,129.2332888888889
APILU,35.29830277777778,136.65623333333335
APIOS,41.06092777777778,141.28260555555556
APITO,29.583333333333332,124.0
APOGU,33.472233333333335,131.9410777777778
APOII,41.69736111111111,143.0703611111111
APOLO,35.32203333333334,139.9374388888889
AQTOH,35.354647222222226,136.86116388888888
AQUOS,35.20826111111111,141.16180277777778
ARAKA,35.64689722222222,139.84496666666666
ARAOH,33.017152777777774,130.5229666666667
ARASI,35.18206111111111,135.79838333333333
ARATI,28.29071666666667,129.85036944444442
ARENA,35.50712222222222,139.6163138888889
ARESU,35.11338333333333,136.77100000000002
ARGUY,24.781352777777776,125.59848055555555
ARIEL,34.66051111111111,136.7404861111111
ARIES,35.93538333333333,140.25163333333333
ARIGI,34.19542777777777,133.15568611111112
ARIKA,40.443527777777774,139.92768611111111
ARIMA,34.7563,135.10594722222223
ARITA,34.12051944444445,135.0430638888889
ARLON,35.257022222222226,139.983275
AROSA,34.70047777777778,140.69924722222223
ARSAR,34.09215555555556,131.24225833333333
ARTIC,34.715558333333334,138.80456944444447
ASAGI,35.04367777777777,134.75065833333332
ASAHIKAWA,43.66726388888889,142.45684722222222
ASAJI,36.11538888888889,133.1455638888889
ASAMA,34.502605555555554,136.8954472222222
ASAMI,34.13274722222222,134.81160277777778
ASAMU,40.940263888888886,140.76855277777778
ASANO,34.79289166666666,134.64657777777776
ASARI,33.89416111111111,131.21453333333332
ASATO,27.181716666666667,128.50408055555556
ASEDA,25.00433888888889,139.1588138888889
ASEKI,36.085208333333334,140.02061111111112
ASHRA,37.254577777777776,140.49409722222222
ASIBE,43.45110555555556,142.28359166666667
ASIMO,34.68838888888889,133.71623055555554
ASIRI,42.95406944444445,141.52513611111112
ASITA,33.22334444444444,139.90461666666667
ASONO,33.01614166666667,131.2470611111111
ASOVO,32.88427222222222,128.72088055555557
ASPEL,33.878480555555555,131.16156666666666
ASPEN,35.58083333333334,140.50780555555556
ASTAK,30.00616388888889,131.09129166666668
ASTER,39.23124722222222,142.53303333333335
ASTON,35.72905277777778,140.42184166666667
ASTRA,35.86863888888889,140.30005555555556
ASUKA,34.76742222222222,136.03186944444445
ATAMI,34.94682777777778,139.26768611111112
ATENA,34.84128055555556,136.7010388888889
ATENZ,34.34283611111111,133.06614166666668
ATERA,38.26494722222222,140.29423055555554
ATIGO,21.0,150.31666666666666
ATLER,33.72248888888889,130.21464999999998
ATMIK,35.42061388888889,133.69171111111112
ATNOX,30.343216666666667,129.8611388888889
ATOTI,30.003583333333335,125.19820833333334
ATUMI,38.63706666666667,139.405975
AVBET,36.142319444444446,145.46666666666667
AVEEY,34.69885833333333,140.36610277777777
AVGOK,43.60225833333333,138.24651944444443
AVION,35.41034444444444,139.85152777777776
AVKAM,33.032325,132.81605000000002
AVLAS,24.355641666666667,130.12093611111112
AWAJI,34.27030277777778,134.71294166666667
AWARA,36.299819444444445,136.09644166666666
AWASI,38.405499999999996,139.39841666666666
AWAZU,36.32961944444445,136.29361944444443
AXELA,34.34288888888889,132.92633333333333
AXIZU,35.485925,139.8216
AYAGU,24.917,125.12029444444444
AYAKA,24.40413611111111,123.59205
AYAME,34.60046944444444,134.45391666666666
AYANE,39.52494444444444,140.3125138888889
AYANO,34.09611944444445,136.3936361111111
AYAYA,34.755297222222225,134.53824444444444
AZAMA,26.160866666666664,127.800825
AZEFU,27.675975,128.643125
AZUKI,32.401916666666665,127.581
AZUMI,36.48059722222222,137.90913333333333
AZURE,35.472633333333334,139.83102222222223
BAARU,35.251416666666664,132.46522499999998
BACCO,38.37219722222222,139.40876111111112
BACON,35.53195,140.2041861111111
BAFFY,34.345111111111116,139.97531388888888
BAGLE,34.18094722222222,134.88082222222224
BAHAN,32.57858055555556,128.799275
BAIEN,33.62233055555556,131.84993611111113
BAIRI,34.00622777777778,129.5646
BAJYO,37.948699999999995,139.19234166666666
BALAN,35.60490277777778,139.9910583333333
BALAS,24.312880555555555,124.17918333333334
BALIE,33.91531388888889,132.20010277777777
BALSA,34.03650277777778,134.91465555555556
BAMBI,42.516330555555555,141.73574166666666
BAMBO,34.31326388888888,132.88383055555556
BANBA,42.65371111111111,143.25100833333335
BANDO,35.98880833333333,140.00700555555557
BANKE,43.049616666666665,141.2599361111111
BANKU,33.294425,130.55069166666667
BANNA,24.496283333333334,124.06946944444444
BANSU,43.066325,141.642425
BANTA,28.35241388888889,130.11358888888887
BARBA,32.88140833333333,131.3336527777778
BARON,35.76417222222222,141.01999166666667
BASHO,27.0659,128.84433055555556
BASIL,34.515455555555555,132.42803333333333
BASIN,38.121,138.94203333333334
BASSA,35.352444444444444,139.76172777777776
BATAK,33.56785555555556,133.90592777777778
BATTL,41.05515555555555,141.06667777777778
BAYGE,35.42648888888888,139.72428333333335
BEAMA,33.56296388888889,130.3246722222222
BEAMS,35.5925,140.53141666666667
BEAST,35.605650000000004,140.142925
BECKY,33.91916944444444,134.50850833333334
BEDAR,31.900277777777777,126.48611111111111
BEEBA,43.35185277777778,141.7166083333333
BEEBO,22.407777777777778,153.19055555555556
BEETL,34.26246388888889,129.82924722222222
BEGAD,33.386919444444445,143.2465722222222
BEGOP,33.43831944444444,132.34881111111113
BEGUL,35.257955555555554,137.7999722222222
BEIGE,34.53375833333333,135.3631861111111
BEKEN,38.00586944444444,142.06165555555557
BEKKA,43.39530833333333,145.19961111111112
BEKLA,35.83296111111112,139.16930555555555
BEKPO,36.90987222222222,142.48189166666666
BELKS,35.110705555555555,140.74256944444443
BELMI,43.09271666666667,141.258875
BENES,34.83454166666667,134.15540833333333
BENKO,37.36340555555556,137.1009472222222
BENNY,39.02896666666667,139.6922027777778
BEPPO,43.063375,144.283625
BERRY,34.250544444444444,134.94210833333335
BERTH,34.15317777777778,134.31666944444444
BESAR,41.77641111111111,140.65454444444444
BESMU,34.812599999999996,131.96435
BESNA,34.62166666666667,129.13083333333333
BETEL,35.992108333333334,140.89538888888887
BETTY,24.205594444444444,125.30106666666667
BIBLO,35.58576388888889,140.18559444444446
BIDIK,36.01281111111111,137.48599444444443
BIGIT,32.03915,127.12060277777778
BIHOK,34.89360833333333,133.0139861111111
BIJIN,39.514608333333335,140.40709722222223
BIKAN,34.855444444444444,134.0564388888889
BILLY,33.611136111111115,137.61982777777777
BINGO,34.40714444444444,133.17796666666666
BINID,27.902099999999997,128.89804444444442
BINKS,35.187863888888884,140.73240833333332
BIRDY,35.87692222222222,140.3261861111111
BIRKN,33.36183611111111,133.78830555555555
BISAM,39.91883611111111,138.25453333333334
BISEI,42.865183333333334,142.9287861111111
BISIG,21.0,125.26666666666667
BISIS,26.78923055555556,126.54925555555555
BISIV,44.99203333333333,144.28287222222224
BITEK,35.794558333333335,143.60076944444444
BIVET,35.47396944444445,138.6769
BIWWA,35.11599722222223,136.25600277777778
BIXAK,27.880605555555555,133.1375611111111
BIZAN,34.10364444444445,134.50069444444443
BIZEN,34.70990277777778,134.21508888888889
BLISS,26.047022222222225,127.63973333333334
BLOND,34.500875,135.31403333333336
BLUES,34.866394444444445,131.9064138888889
BNCHO,38.09345555555556,141.01035277777777
BOCHU,32.93344166666666,131.04033055555556
BOGON,34.5425,137.5955027777778
BOHNI,41.601730555555555,140.71616388888887
BOKJO,34.54233055555555,138.38493888888888
BOKSO,42.80520555555555,142.46518055555555
BOLCY,42.92463333333333,141.73616944444444
BOLED,30.963036111111112,137.74672222222222
BOLEO,33.08631666666667,130.2791277777778
BOLUT,28.772777777777776,124.70333333333333
BOMAP,30.003655555555557,129.82446388888889
BONDO,35.605355555555555,140.07846666666666
BONGO,37.4125,140.9572222222222
BONJI,39.98706388888889,140.297925
BONTI,35.52846111111111,138.51135
BONUS,35.60554722222222,140.119325
BOOST,26.11476388888889,127.63655277777778
BOOTH,35.67322222222222,140.8556861111111
BORDO,26.016666666666666,124.0
BORLO,35.276047222222225,141.74878055555556
BOROS,28.549613888888892,129.89808333333332
BOSPA,35.79926388888889,141.08645833333335
BOTAN,33.465650000000004,133.18496666666667
BOUZU,43.589644444444446,142.50156388888888
BOXER,35.87027777777778,140.331
BRAID,33.38489722222222,131.15308333333334
BRASS,34.54183333333333,135.37526666666668
BRAVE,33.448480555555555,133.89250277777776
BRENT,25.01833333333333,123.18277777777779
BRIKO,39.553936111111106,139.96699722222223
BRITE,34.88151944444444,134.186175
BROOK,36.03726666666667,140.17753333333332
BRUCE,36.20012222222223,139.94886944444445
BRUIN,33.10266388888889,130.4717777777778
BRUTE,34.3436,134.33530555555558
BUBDO,31.43196388888889,136.65384166666666
BUBLE,38.059355555555555,140.99895277777776
BUDOH,38.39958333333333,139.30863333333335
BUENA,34.435963888888885,133.0423
BUGGY,33.883097222222226,133.91230833333333
BUICK,26.068269444444443,128.74349444444442
BUKRO,24.33138611111111,123.83503333333333
BULAN,27.091666666666665,124.0
BUMER,34.75631111111111,134.99647499999998
BUNNY,34.69584722222222,136.95678888888887
BURRI,36.52881111111111,136.2783638888889
BURTN,34.29657222222222,135.01018333333334
BUSYU,35.794425,138.79873333333333
BUTOS,39.43335833333333,141.4216111111111
BYOBU,41.00265,140.73729166666666
BYODO,34.92878611111111,135.7897361111111
CACAO,35.370225,139.92503888888888
CADDY,31.00005,139.98706944444444
CAMAS,32.72253611111111,128.26247777777778
CAMEL,35.28839166666666,139.9827138888889
CANAI,26.733669444444445,134.040925
CANDY,33.874947222222225,134.9282722222222
CANON,34.23009722222223,139.62182222222222
CAPLY,41.29816666666667,141.2919138888889
CARCO,32.71714722222222,129.0465722222222
CARDS,34.418749999999996,136.40085000000002
CARNY,35.15535,132.22039444444445
CAROL,34.59858888888889,133.26704722222223
CARPS,34.40685277777778,132.35943055555555
CARRY,34.17699722222222,131.1618
CASIO,35.839263888888894,140.59890555555558
CASTR,27.211402777777778,128.38955555555555
CAVES,40.26413055555555,141.91518611111113
CAYAH,38.675016666666664,138.35563888888888
CECIL,35.44971666666666,139.868875
CEDAR,30.312658333333335,130.79631666666666
CELCA,37.48851944444444,136.10111666666666
CELES,31.669583333333335,130.92237777777777
CEREZ,34.59504166666667,135.52312500000002
CEYLN,34.33672777777778,134.9707888888889
CHAGA,31.903766666666666,131.84460833333335
CHAMP,27.918636111111113,128.5347361111111
CHARA,32.810338888888886,130.0271111111111
CHAUS,35.442569444444445,138.041475
CHEEZ,33.431936111111106,133.918625
CHEIN,35.49152222222222,139.8392861111111
CHERY,26.932322222222222,128.65502222222221
CHESS,35.342447222222226,136.4848722222222
CHIBA,35.5895,140.06665555555557
CHILY,36.200830555555555,135.2225388888889
CHIMI,24.657663888888887,125.19116666666667
CHINU,33.51528611111111,130.4411861111111
CHIPS,36.21325,140.24358055555555
CHITOSE,42.69990277777777,141.68616666666668
CHIYO,41.75726111111111,141.10395
CHIZU,35.029488888888885,134.5070472222222
CHOKA,39.285975,140.23362777777777
CHOPP,33.85305,133.42096944444444
CHUBU,34.85800555555556,136.80316944444445
CHUMS,35.71028333333334,140.80165277777778
CIDER,35.46542777777778,139.85775833333332
CISCO,35.41938333333333,139.890325
CIVIC,35.14460555555556,140.43113055555554
CLAKY,42.99505555555556,141.4167611111111
CLALA,39.185405555555555,137.87124444444444
CLARK,36.11723055555556,139.80013055555557
CLIFF,26.553483333333332,127.74811666666666
CLIPA,33.99303333333334,131.75995555555556
CLOAK,35.263327777777775,140.03560555555555
CLONE,34.732725,140.14888888888888
CLOVE,34.82405000000001,133.85372777777778
COACH,35.626669444444445,140.20874444444442
COLOR,36.0212,140.2055
COMBI,33.914116666666665,139.49390277777778
COPEN,35.551027777777776,140.82754722222222
COPSE,35.78299722222222,140.20149444444442
CORAL,34.47455277777778,135.31454722222225
CORCO,25.874025,130.9875222222222
CORGI,35.64160277777778,140.86080555555554
COSMO,35.57678055555556,140.51071944444445
COSTA,34.677049999999994,136.91649722222223
CRANE,42.82134444444445,144.146275
CREAM,35.295375,140.10344999999998
CREST,35.47861666666667,139.84842222222224
CROWN,35.662147222222224,140.4813888888889
CUBIC,37.92159722222222,141.58415833333333
CUPID,35.49173611111111,141.0992388888889
CUPIE,35.445788888888885,133.12435000000002
CURIO,35.99700833333333,140.44862777777777
CURVA,35.15528611111111,139.52344166666668
CURVY,35.41632222222222,139.86891666666668
CUTEE,46.415,162.31
CYGNY,35.92921388888889,140.28826666666666
DAGDA,33.81615,142.34769444444444
DAGRI,31.433958333333333,131.1106
DAIAN,36.15353333333333,136.26041666666666
DAIBU,35.476127777777776,139.52280555555558
DAIEI,35.51063611111111,133.70288888888888
DAIGO,36.744366666666664,140.34985
DAIJO,36.281575,136.20884166666664
DAIKU,34.11368888888889,134.70947222222222
DAIOH,34.26295833333333,137.3935861111111
DAISY,34.50062777777778,135.05294444444445
DAITO,35.36487777777778,140.51084166666666
DAIWA,38.332683333333335,140.87573055555555
DAIYA,35.630522222222226,139.97718333333333
DAIZE,33.26555555555556,130.45934722222222
DALBI,42.080336111111116,140.5145638888889
DALMA,35.01382777777778,138.85614444444442
DAMBO,35.57125277777778,140.0787138888889
DANDE,34.21928055555556,135.40942777777778
DANDY,37.17375555555555,139.51163333333332
DANGO,34.547675,133.61511388888889
DANJU,35.626083333333334,132.57801388888888
DANKE,24.59957222222222,125.25328611111111
DANON,35.5717,140.18801666666667
DANTE,36.12133611111111,140.47278055555554
DAPPE,36.57803333333334,140.942
DARIO,35.656016666666666,140.2112361111111
DARKS,35.57078611111111,139.98415
DASCO,39.852555555555554,141.14066111111111
DASSY,45.28442222222222,141.79942499999999
DATEK,32.38223333333333,130.3303138888889
DATIS,33.981100000000005,134.93698333333333
DATUM,35.71656666666667,140.14007222222222
DATZU,43.52921944444444,144.7677027777778
DAZAI,33.36690277777778,130.70224166666665
DEANE,35.57148333333333,140.13207500000001
DEGNA,34.94765555555555,136.6830222222222
DEIJI,26.047725000000003,127.65433611111112
DELCA,35.585255555555555,140.19469166666667
DELFI,34.7636,136.72749166666668
DELTA,27.870561111111112,130.51445
DEMET,31.98531388888889,131.04796666666667
DEMIO,34.54679722222222,132.92013888888889
DEMIZ,34.019958333333335,131.78513611111111
DEMPA,31.724877777777778,135.3312138888889
DENNY,35.808,140.09899166666668
DENSA,24.60735277777778,124.29907777777778
DERBY,38.00353888888889,140.4634361111111
DIANA,24.99808888888889,125.09808055555555
DIFUK,43.37855277777778,145.18133055555555
DIKAN,33.020894444444444,131.0774111111111
DIMAC,35.538624999999996,136.74383333333333
DIMAN,36.20878611111112,133.41589722222224
DINAH,34.040552777777776,135.40943611111112
DINGO,27.426594444444447,128.80890000000002
DIODE,33.905994444444445,134.4901722222222
DISCO,35.595311111111116,140.2375972222222
DISEN,35.77657222222222,133.5237138888889
DISSH,36.281666666666666,133.76101666666668
DOALA,35.1624,136.98357499999997
DOCHU,34.12133333333333,134.3669138888889
DODGE,25.743883333333333,126.87416944444443
DOGGY,34.39100277777778,134.95266388888888
DOKIN,33.45525,133.39932222222222
DOLBA,34.70082777777778,141.4353
DOLGO,34.16666111111111,138.2757777777778
DOLLY,34.74393055555556,136.83395000000002
DOMBI,33.180702777777775,137.42547222222223
DOMEL,35.57056111111111,139.94309444444445
DONAN,27.965430555555553,129.41124722222222
DONAR,33.35142777777778,132.48463888888887
DONDO,35.931444444444445,133.26045
DONKO,33.79465277777778,131.94425833333332
DONKY,32.65645833333333,132.1853027777778
DORAI,33.824827777777784,130.39121944444443
DORIS,26.075141666666667,126.69814166666667
DOUJI,33.04543333333333,131.00975833333334
DOVAG,28.583877777777776,133.81415555555557
DOVIX,37.035244444444444,144.25763333333333
DOYLE,35.57143055555556,140.11958611111112
DOZAN,35.301252777777776,136.42502499999998
DOZEN,36.03493888888889,133.24178888888886
DRAKY,34.88381388888889,139.53485
DREAD,36.06644166666666,139.98248333333333
DREAM,35.648125,141.00663333333333
DROMP,35.60445,139.5856638888889
DUFFY,26.140686111111112,126.5134361111111
DUGON,34.576794444444445,136.79056111111112
DULOK,35.45394166666667,133.14965833333332
DYUKE,35.63321666666667,140.17731666666666
EATAK,43.068402777777784,143.49339999999998
EAZAR,33.085347222222225,130.3563111111111
EBINE,33.66262222222222,139.65890833333333
EBISU,34.03892777777778,130.59102222222222
EBONY,34.447647222222216,134.95748333333333
EBOSI,38.00796111111111,140.62659722222222
EBUSI,36.739325,137.21534444444444
EDARR,35.55715,139.54156388888887
EDDIE,35.24650555555556,140.36135555555555
EDOJO,35.70388333333334,139.8583111111111
EGAWA,35.29691944444444,139.9023388888889
EGERU,32.63355277777778,133.61140555555556
EGESO,33.70960277777778,132.07949722222222
EGOGO,34.49568333333333,136.23699444444443
EIHEI,36.168080555555555,136.37568333333334
EISAR,26.48274722222222,127.50529166666666
EKABU,33.08681111111111,130.208675
EKIRA,35.07613888888889,140.56922777777777
EKORU,31.484908333333333,131.48176666666666
EKUNU,33.804491666666664,133.63974444444443
EKUSA,37.22743611111111,142.59714444444447
EKVIK,39.747680555555554,136.60520555555556
ELBIT,40.738791666666664,140.96854444444443
ELDAK,38.026075,139.76120833333334
ELGAR,35.52477777777778,140.75760833333334
ELGIM,33.58569444444445,139.92216944444442
ELIEE,26.021019444444445,127.64043611111111
ELKOT,35.73685555555556,137.48680555555555
ELMIR,34.36270277777778,136.1233
ELNEB,34.301605555555554,131.6929
ELNIS,35.123755555555555,138.38124722222224
ELSAH,35.05533888888888,136.7611611111111
EMIKO,27.479538888888886,128.75255833333333
EMITT,35.17242777777778,136.98336666666665
EMRON,38.10601388888889,150.0
ENBEN,32.395025,131.1173388888889
ENBRY,40.51795833333333,141.70603055555554
ENDIB,33.51594722222222,139.1873527777778
ENDOH,37.185738888888885,136.97340277777778
ENEOS,36.37520277777778,139.57652777777778
ENGEZ,33.720369444444444,135.30617777777778
ENMUH,35.23121944444445,132.7534611111111
ENPAD,30.57700277777778,130.07059444444445
ENPAR,35.8681,139.83175555555556
ENRIT,45.35141111111111,141.4273722222222
ENSAT,34.05880277777778,142.72505833333332
ENSYU,34.54329444444444,138.03402777777777
ENTAK,36.99358055555555,140.79490277777776
ENTOK,26.32065,124.99828611111111
ENVAS,38.51235555555556,139.62545
ENVOP,36.635844444444444,143.8266888888889
ENYAH,35.35990833333334,132.7788416666667
EPSON,35.51004722222222,140.21831666666668
ERABU,27.432883333333333,128.6989638888889
ERIMO,41.5263,143.80140833333334
ESANN,42.056019444444445,141.0909861111111
ESASI,41.91341111111111,140.190125
ESBEL,39.87589722222222,140.99024999999997
ESBIS,31.253475,127.38132222222221
ESKAP,32.55638333333333,131.01647777777777
ESKAS,37.10976111111111,140.59704722222224
ESKEN,36.08363611111111,140.68965555555556
ESKOB,26.169308333333333,127.95767777777777
ESKOK,34.732280555555555,142.33465833333335
ESLIL,32.3202,130.8856361111111
ESNAL,32.85349166666667,130.6051361111111
ESNIP,37.11472222222223,142.83722222222224
ESPAN,34.18726944444444,136.58578055555557
ESPEK,24.972413888888887,127.07961666666667
ESTRA,29.06724722222222,130.468375
ETARI,32.75935277777778,130.08135833333333
ETIGO,37.560897222222216,139.21445
EVERT,33.65696388888889,135.13306944444446
EVIAN,33.99505277777778,134.61590277777776
EXPOH,35.105183333333336,137.01988888888891
EZAKI,25.830424999999998,131.26655277777778
FAROL,34.72490277777778,136.812125
FENDI,34.94423611111111,136.78474722222222
FENIX,32.141783333333336,131.59148055555556
FERAR,33.23701388888889,145.99636666666666
FEVER,26.262422222222224,127.62960833333332
FIATO,34.010397222222224,133.06515833333336
FINCH,38.10916666666667,140.60611388888887
FINGA,37.12596111111111,138.55529444444446
FIONA,35.47935555555556,140.69054166666666
FITTO,33.985730555555556,140.02242777777778
FKASI,36.27148333333333,137.91511666666668
FLUTE,34.53858333333333,136.96373333333332
FOCUS,26.675555555555558,127.71205277777779
FOGEL,36.10729722222222,131.9620361111111
FOSTA,35.142475,134.75911944444445
FRAIZ,33.963569444444445,129.6186388888889
FREDY,30.900463888888886,131.26207222222223
FREED,25.477808333333332,126.54242777777777
FTAMI,34.567752777777784,136.70861944444442
FUBKI,32.785513888888886,130.0535416666667
FUBOU,37.92783333333333,140.5976777777778
FUCHA,27.53762777777778,128.81938333333332
FUCHU,34.264272222222225,133.89585833333334
FUDOU,34.10437777777778,134.49749444444444
FUGEN,32.65541111111111,130.4904111111111
FUJIK,34.69465833333333,138.42754722222222
FUJIM,42.406277777777774,141.8043416666667
FUKUE,32.66860555555555,128.8267361111111
FUKUOKA,33.67620833333333,130.38962777777778
FUKUSHIMA,37.22430555555556,140.4370861111111
FUMAI,35.46980277777778,133.00627222222224
FUMOT,32.94078888888889,130.89377222222222
FUNKA,42.35026111111111,140.61628055555556
FURAH,36.96623888888889,140.23457777777776
FUSHA,33.293813888888884,132.13738055555555
FUSSE,36.212605555555555,133.41595555555557
FUTAO,34.116819444444445,130.7662222222222
FUUKA,24.747436111111114,125.2037888888889
FUUTA,43.15210555555555,141.2361361111111
GAHRA,24.711980555555556,125.09731944444444
GAINA,35.60653055555556,133.52405555555558
GAKIA,27.816147222222224,127.42081111111112
GAKKI,34.74786944444445,137.68065833333333
GAKKO,39.72748333333333,140.4032777777778
GAKTO,36.35605833333334,137.91167222222222
GALAS,33.72120555555556,135.30738055555557
GAMAR,36.188716666666664,140.08305
GAMBA,34.714936111111115,135.66869722222222
GAMMA,35.98229722222222,140.87628055555555
GANAS,25.435016666666666,125.87748611111111
GANDO,36.72623611111111,137.23887777777776
GANEK,27.029066666666665,125.89631666666668
GANJU,25.872208333333333,126.723325
GANSU,39.42012222222222,141.20627777777776
GASAN,38.119994444444444,140.15826666666666
GATAL,33.07982500000001,130.12787500000002
GATAN,25.976080555555555,131.30367777777778
GATES,34.139272222222225,134.81738055555556
GATSU,40.230647222222224,140.0820861111111
GAUDI,35.50067222222222,141.07169444444443
GEIBI,39.81381111111111,140.98333333333332
GELMA,26.34384722222222,127.40867222222222
GEMBU,34.48368888888889,139.60652777777779
GEMIN,35.960725000000004,140.41409444444446
GEMNI,25.685825,126.92188888888889
GENGE,37.54219444444444,137.7669138888889
GENJI,36.927102777777776,140.401275
GENOA,40.63677777777778,140.63413333333332
GENYA,43.22618333333334,144.06805833333334
GEPPA,39.89286666666666,139.4401611111111
GIBAR,39.48485277777778,140.29924166666666
GIINA,35.52240277777778,140.5497638888889
GILUS,33.879305555555554,131.1827361111111
GINGA,43.627425,143.9530361111111
GINJI,35.094344444444445,135.2808388888889
GINJO,37.15056111111111,136.70291388888887
GINRE,36.644825,136.93923333333333
GINZA,38.644616666666664,140.40560555555555
GLARE,36.013286111111114,140.3270388888889
GLAXY,36.51658333333334,140.64930833333332
GLORY,34.460011111111115,134.73349166666665
